"subject_uri","subjectBirthDate","r_property","target"
"http://dbpedia.org/resource/Inayatullah_Khan_Mashriqi",1888-08-25,"almaMater","http://dbpedia.org/resource/Christ's_College,_Cambridge"
"http://dbpedia.org/resource/Joseph_Proudman",1888-12-30,"institution","http://dbpedia.org/resource/University_of_Cambridge"
"http://dbpedia.org/resource/Julio_Rey_Pastor",1888-08-14,"institution","http://dbpedia.org/resource/University_of_Buenos_Aires"
"http://dbpedia.org/resource/Julio_Rey_Pastor",1888-08-14,"institution","http://dbpedia.org/resource/Complutense_University_of_Madrid"
"http://dbpedia.org/resource/Richard_Courant",1888-01-08,"institution","http://dbpedia.org/resource/University_of_Cambridge"
"http://dbpedia.org/resource/Richard_Courant",1888-01-08,"institution","http://dbpedia.org/resource/University_of_Göttingen"
"http://dbpedia.org/resource/Richard_Courant",1888-01-08,"institution","http://dbpedia.org/resource/University_of_Münster"
"http://dbpedia.org/resource/Richard_Courant",1888-01-08,"institution","http://dbpedia.org/resource/New_York_University"
"http://dbpedia.org/resource/Richard_V._Southwell",1888-07-02,"institution","http://dbpedia.org/resource/University_of_Oxford"
"http://dbpedia.org/resource/Viktor_Trkal",1888-08-14,"institution","http://dbpedia.org/resource/Charles_University"
"http://dbpedia.org/resource/Fritz_Carlson",1888-07-23,"institution","http://dbpedia.org/resource/University_of_Stockholm"
"http://dbpedia.org/resource/Georges_Darmois",1888-06-24,"institution","http://dbpedia.org/resource/University_of_Paris"
"http://dbpedia.org/resource/Georges_Darmois",1888-06-24,"institution","http://dbpedia.org/resource/École_Normale_Supérieure"
"http://dbpedia.org/resource/Giovanni_Sansone",1888-05-24,"institution","http://dbpedia.org/resource/University_of_Florence"
"http://dbpedia.org/resource/Louis_J._Mordell",1888-01-28,"institution","http://dbpedia.org/resource/Birkbeck_College,_London"
"http://dbpedia.org/resource/Stefan_Mazurkiewicz",1888-09-25,"institution","http://dbpedia.org/resource/University_of_Warsaw"
"http://dbpedia.org/resource/Zygmunt_Janiszewski",1888-07-12,"institution","http://dbpedia.org/resource/University_of_Warsaw"
"http://dbpedia.org/resource/Hans_Thirring",1888-03-23,"institution","http://dbpedia.org/resource/University_of_Vienna"
"http://dbpedia.org/resource/Jacob_Tamarkin",1888-07-11,"institution","http://dbpedia.org/resource/Brown_University"
"http://dbpedia.org/resource/Iris_Runge",1888-06-01,"institution","http://dbpedia.org/resource/Humboldt_University_of_Berlin"
"http://dbpedia.org/resource/Iris_Runge",1888-06-01,"institution","http://dbpedia.org/resource/Osram"
"http://dbpedia.org/resource/Iris_Runge",1888-06-01,"institution","http://dbpedia.org/resource/Technical_University_of_Berlin"
"http://dbpedia.org/resource/Iris_Runge",1888-06-01,"institution","http://dbpedia.org/resource/Telefunken"
"http://dbpedia.org/resource/Iris_Runge",1888-06-01,"institution","http://dbpedia.org/resource/Ludwig_Maximilians_University"
"http://dbpedia.org/resource/Sydney_Chapman_(mathematician)",1888-01-29,"institution","http://dbpedia.org/resource/University_of_Cambridge"
"http://dbpedia.org/resource/Sydney_Chapman_(mathematician)",1888-01-29,"institution","http://dbpedia.org/resource/University_of_Colorado"
"http://dbpedia.org/resource/Sydney_Chapman_(mathematician)",1888-01-29,"institution","http://dbpedia.org/resource/University_of_Oxford"
"http://dbpedia.org/resource/Sydney_Chapman_(mathematician)",1888-01-29,"institution","http://dbpedia.org/resource/Victoria_University_of_Manchester"
"http://dbpedia.org/resource/Sydney_Chapman_(mathematician)",1888-01-29,"institution","http://dbpedia.org/resource/The_Queen's_College,_Oxford"
"http://dbpedia.org/resource/Sydney_Chapman_(mathematician)",1888-01-29,"institution","http://dbpedia.org/resource/Imperial_College_London"
"http://dbpedia.org/resource/Sydney_Chapman_(mathematician)",1888-01-29,"institution","http://dbpedia.org/resource/Royal_Observatory,_Greenwich"
"http://dbpedia.org/resource/Anton_Sushkevich",1889-01-23,"almaMater","http://dbpedia.org/resource/Kharkov_University"
"http://dbpedia.org/resource/Anton_Sushkevich",1889-01-23,"almaMater","http://dbpedia.org/resource/St_Petersburg_University"
"http://dbpedia.org/resource/Anton_Sushkevich",1889-01-23,"almaMater","http://dbpedia.org/resource/Berlin_University"
"http://dbpedia.org/resource/Claribel_Kendall",1889-01-23,"almaMater","http://dbpedia.org/resource/University_of_Chicago"
"http://dbpedia.org/resource/Claribel_Kendall",1889-01-23,"almaMater","http://dbpedia.org/resource/University_of_Colorado"
"http://dbpedia.org/resource/Georges_Giraud",1889-07-22,"almaMater","http://dbpedia.org/resource/École_Normale_Supérieure"
"http://dbpedia.org/resource/Theodore_William_Chaundy",1889-01-19,"almaMater","http://dbpedia.org/resource/University_of_Oxford"
"http://dbpedia.org/resource/Theodore_William_Chaundy",1889-01-19,"almaMater","http://dbpedia.org/resource/Balliol_College,_Oxford"
"http://dbpedia.org/resource/Stanisław_Ruziewicz",1889-08-29,"almaMater","http://dbpedia.org/resource/Lviv_University"
"http://dbpedia.org/resource/Eric_Harold_Neville",1889-01-01,"almaMater","http://dbpedia.org/resource/University_of_Cambridge"
"http://dbpedia.org/resource/Eric_Harold_Neville",1889-01-01,"almaMater","http://dbpedia.org/resource/William_Ellis_School"
"http://dbpedia.org/resource/Izabela_Abramowicz",1889-11-09,"almaMater","http://dbpedia.org/resource/Saint_Vladimir_University"
"http://dbpedia.org/resource/Attilio_Palatini",1889-11-18,"almaMater","http://dbpedia.org/resource/University_of_Padua"
"http://dbpedia.org/resource/Mary_Gertrude_Haseman",1889-03-06,"almaMater","http://dbpedia.org/resource/Bryn_Mawr_College"
"http://dbpedia.org/resource/Mary_Gertrude_Haseman",1889-03-06,"almaMater","http://dbpedia.org/resource/Indiana_University"
"http://dbpedia.org/resource/Hermann_Vermeil",1889,"almaMater","http://dbpedia.org/resource/Universität_Leipzig"
"http://dbpedia.org/resource/Anton_Sushkevich",1889-01-23,"institution","http://dbpedia.org/resource/Kharkov_University"
"http://dbpedia.org/resource/Georges_Giraud",1889-07-22,"institution","http://dbpedia.org/resource/Université_Blaise_Pascal"
"http://dbpedia.org/resource/Theodore_William_Chaundy",1889-01-19,"institution","http://dbpedia.org/resource/Oxford_University"
"http://dbpedia.org/resource/Stanisław_Ruziewicz",1889-08-29,"institution","http://dbpedia.org/resource/Lviv_University"
"http://dbpedia.org/resource/Stanisław_Ruziewicz",1889-08-29,"institution","http://dbpedia.org/resource/Academy_of_Foreign_Trade_in_Lwów"
"http://dbpedia.org/resource/Mary_Gertrude_Haseman",1889-03-06,"institution","http://dbpedia.org/resource/Roland_Park_Country_School"
"http://dbpedia.org/resource/Mary_Gertrude_Haseman",1889-03-06,"institution","http://dbpedia.org/resource/University_of_Bridgeport"
"http://dbpedia.org/resource/Mary_Gertrude_Haseman",1889-03-06,"institution","http://dbpedia.org/resource/University_of_Illinois_Urbana-Champaign"
"http://dbpedia.org/resource/Mary_Gertrude_Haseman",1889-03-06,"institution","http://dbpedia.org/resource/Vincennes_University"
"http://dbpedia.org/resource/Mary_Gertrude_Haseman",1889-03-06,"institution","http://dbpedia.org/resource/Harcum_College"
"http://dbpedia.org/resource/Mary_Gertrude_Haseman",1889-03-06,"institution","http://dbpedia.org/resource/Hartwick_College"
"http://dbpedia.org/resource/Ronald_Fisher",1890-02-17,"almaMater","http://dbpedia.org/resource/University_of_Cambridge"
"http://dbpedia.org/resource/Georg_Feigl",1890-10-13,"almaMater","http://dbpedia.org/resource/University_of_Jena"
"http://dbpedia.org/resource/Libera_Trevisani_Levi-Civita",1890-05-17,"almaMater","http://dbpedia.org/resource/University_of_Padua"
"http://dbpedia.org/resource/Aleksander_Rajchman",1890-11-13,"almaMater","http://dbpedia.org/resource/John_II_Casimir_Vasa"
"http://dbpedia.org/resource/Erich_Kamke",1890-08-18,"almaMater","http://dbpedia.org/resource/University_of_Göttingen"
"http://dbpedia.org/resource/Euphemia_Haynes",1890-09-11,"almaMater","http://dbpedia.org/resource/University_of_Chicago"
"http://dbpedia.org/resource/Euphemia_Haynes",1890-09-11,"almaMater","http://dbpedia.org/resource/University_of_the_District_of_Columbia"
"http://dbpedia.org/resource/Euphemia_Haynes",1890-09-11,"almaMater","http://dbpedia.org/resource/Smith_College"
"http://dbpedia.org/resource/Euphemia_Haynes",1890-09-11,"almaMater","http://dbpedia.org/resource/The_Catholic_University_of_America"
"http://dbpedia.org/resource/Johannes_van_der_Corput",1890-09-04,"almaMater","http://dbpedia.org/resource/Universiteit_Leiden"
"http://dbpedia.org/resource/Raymond_Woodard_Brink",1890-01-04,"almaMater","http://dbpedia.org/resource/Electrical_engineering"
"http://dbpedia.org/resource/Raymond_Woodard_Brink",1890-01-04,"almaMater","http://dbpedia.org/resource/Harvard_University"
"http://dbpedia.org/resource/Raymond_Woodard_Brink",1890-01-04,"almaMater","http://dbpedia.org/resource/Kansas_State_University"
"http://dbpedia.org/resource/Ronald_Fisher",1890-02-17,"institution","http://dbpedia.org/resource/University_College_London"
"http://dbpedia.org/resource/Ronald_Fisher",1890-02-17,"institution","http://dbpedia.org/resource/University_of_Adelaide"
"http://dbpedia.org/resource/Ronald_Fisher",1890-02-17,"institution","http://dbpedia.org/resource/University_of_Cambridge"
"http://dbpedia.org/resource/Ronald_Fisher",1890-02-17,"institution","http://dbpedia.org/resource/Commonwealth_Scientific_and_Industrial_Research_Organisation"
"http://dbpedia.org/resource/Ronald_Fisher",1890-02-17,"institution","http://dbpedia.org/resource/Rothamsted_Research"
"http://dbpedia.org/resource/Georg_Feigl",1890-10-13,"institution","http://dbpedia.org/resource/University_of_Breslau"
"http://dbpedia.org/resource/Erich_Kamke",1890-08-18,"institution","http://dbpedia.org/resource/University_of_Tübingen"
"http://dbpedia.org/resource/Johannes_van_der_Corput",1890-09-04,"institution","http://dbpedia.org/resource/University_of_Amsterdam"
"http://dbpedia.org/resource/Johannes_van_der_Corput",1890-09-04,"institution","http://dbpedia.org/resource/University_of_California,_Berkeley"
"http://dbpedia.org/resource/Johannes_van_der_Corput",1890-09-04,"institution","http://dbpedia.org/resource/University_of_Fribourg"
"http://dbpedia.org/resource/Johannes_van_der_Corput",1890-09-04,"institution","http://dbpedia.org/resource/University_of_Groningen"
"http://dbpedia.org/resource/Raymond_Woodard_Brink",1890-01-04,"institution","http://dbpedia.org/resource/University_of_Minnesota"
"http://dbpedia.org/resource/Rodion_Kuzmin",1891-10-09,"almaMater","http://dbpedia.org/resource/Saint_Petersburg_State_University"
"http://dbpedia.org/resource/Emil_Julius_Gumbel",1891-07-18,"almaMater","http://dbpedia.org/resource/Ludwig-Maximilians-Universität_München"
"http://dbpedia.org/resource/Fredrik_Lange-Nielsen",1891-05-13,"almaMater","http://dbpedia.org/resource/Norwegian_Military_Academy"
"http://dbpedia.org/resource/Leopold_Vietoris",1891-06-04,"almaMater","http://dbpedia.org/resource/University_of_Vienna"
"http://dbpedia.org/resource/Leopold_Vietoris",1891-06-04,"almaMater","http://dbpedia.org/resource/TU_Wien"
"http://dbpedia.org/resource/Abraham_Fraenkel",1891-02-17,"almaMater","http://dbpedia.org/resource/University_of_Marburg"
"http://dbpedia.org/resource/Harold_Jeffreys",1891-04-22,"almaMater","http://dbpedia.org/resource/Colleges_of_Durham_University"
"http://dbpedia.org/resource/Jenő_Egerváry",1891-04-16,"almaMater","http://dbpedia.org/resource/Eötvös_Loránd_University"
"http://dbpedia.org/resource/Witold_Wilkosz",1891-08-14,"almaMater","http://dbpedia.org/resource/Jagiellonian_University"
"http://dbpedia.org/resource/Ivan_Privalov",1891-02-11,"almaMater","http://dbpedia.org/resource/Moscow_State_University"
"http://dbpedia.org/resource/Emil_Julius_Gumbel",1891-07-18,"institution","http://dbpedia.org/resource/Institut_Henri_Poincaré"
"http://dbpedia.org/resource/Emil_Julius_Gumbel",1891-07-18,"institution","http://dbpedia.org/resource/Columbia_University"
"http://dbpedia.org/resource/Emil_Julius_Gumbel",1891-07-18,"institution","http://dbpedia.org/resource/Freie_Universität_Berlin"
"http://dbpedia.org/resource/Emil_Julius_Gumbel",1891-07-18,"institution","http://dbpedia.org/resource/École_libre_des_hautes_études"
"http://dbpedia.org/resource/Emil_Julius_Gumbel",1891-07-18,"institution","http://dbpedia.org/resource/New_School_for_Social_Research"
"http://dbpedia.org/resource/Emil_Julius_Gumbel",1891-07-18,"institution","http://dbpedia.org/resource/Ruprecht-Karls-Universität_Heidelberg"
"http://dbpedia.org/resource/Emil_Julius_Gumbel",1891-07-18,"institution","http://dbpedia.org/resource/Université_de_Lyon"
"http://dbpedia.org/resource/Emil_Julius_Gumbel",1891-07-18,"institution","http://dbpedia.org/resource/Université_de_Strasbourg"
"http://dbpedia.org/resource/Leopold_Vietoris",1891-06-04,"institution","http://dbpedia.org/resource/University_of_Innsbruck"
"http://dbpedia.org/resource/Abraham_Fraenkel",1891-02-17,"institution","http://dbpedia.org/resource/Hebrew_University_of_Jerusalem"
"http://dbpedia.org/resource/Carlo_Emilio_Bonferroni",1892-01-28,"almaMater","http://dbpedia.org/resource/University_of_Turin"
"http://dbpedia.org/resource/Viktor_Valentinovich_Novozhilov",1892-10-27,"almaMater","http://dbpedia.org/resource/St._Volodymyr_Kyiv_University"
"http://dbpedia.org/resource/Stefan_Banach",1892-03-30,"almaMater","http://dbpedia.org/resource/Lviv_Polytechnic"
"http://dbpedia.org/resource/Torsten_Carleman",1892-07-08,"almaMater","http://dbpedia.org/resource/Uppsala_University"
"http://dbpedia.org/resource/Amedeo_Agostini",1892-03-06,"almaMater","http://dbpedia.org/resource/University_of_Bologna"
"http://dbpedia.org/resource/Gustav_Doetsch",1892-11-29,"almaMater","http://dbpedia.org/resource/University_of_Göttingen"
"http://dbpedia.org/resource/Harold_Thayer_Davis",1892-10-05,"almaMater","http://dbpedia.org/resource/Colorado_College"
"http://dbpedia.org/resource/Harold_Thayer_Davis",1892-10-05,"almaMater","http://dbpedia.org/resource/Harvard_University"
"http://dbpedia.org/resource/Harold_Thayer_Davis",1892-10-05,"almaMater","http://dbpedia.org/resource/University_of_Wisconsin-Madison"
"http://dbpedia.org/resource/Arnold_Walfisz",1892-07-02,"almaMater","http://dbpedia.org/resource/University_of_Göttingen"
"http://dbpedia.org/resource/Dmitrii_Menshov",1892-04-18,"almaMater","http://dbpedia.org/resource/Moscow_State_University"
"http://dbpedia.org/resource/Marston_Morse",1892-03-24,"almaMater","http://dbpedia.org/resource/Colby_College"
"http://dbpedia.org/resource/Marston_Morse",1892-03-24,"almaMater","http://dbpedia.org/resource/Harvard_University"
"http://dbpedia.org/resource/Mikhail_Kravchuk",1892-09-27,"almaMater","http://dbpedia.org/resource/Kyiv_University"
"http://dbpedia.org/resource/Carlo_Emilio_Bonferroni",1892-01-28,"institution","http://dbpedia.org/resource/University_of_Florence"
"http://dbpedia.org/resource/Carlo_Emilio_Bonferroni",1892-01-28,"institution","http://dbpedia.org/resource/University_of_Bari"
"http://dbpedia.org/resource/Carlo_Emilio_Bonferroni",1892-01-28,"institution","http://dbpedia.org/resource/Polytechnic_University_of_Turin"
"http://dbpedia.org/resource/Torsten_Carleman",1892-07-08,"institution","http://dbpedia.org/resource/Lund_University"
"http://dbpedia.org/resource/Torsten_Carleman",1892-07-08,"institution","http://dbpedia.org/resource/Stockholm_University"
"http://dbpedia.org/resource/Torsten_Carleman",1892-07-08,"institution","http://dbpedia.org/resource/Mittag-Leffler_Institute"
"http://dbpedia.org/resource/Hans_Rademacher",1892-04-03,"institution","http://dbpedia.org/resource/University_of_Hamburg"
"http://dbpedia.org/resource/Hans_Rademacher",1892-04-03,"institution","http://dbpedia.org/resource/University_of_Pennsylvania"
"http://dbpedia.org/resource/Hans_Rademacher",1892-04-03,"institution","http://dbpedia.org/resource/University_of_Berlin"
"http://dbpedia.org/resource/Harold_Thayer_Davis",1892-10-05,"institution","http://dbpedia.org/resource/Northwestern_University"
"http://dbpedia.org/resource/Harold_Thayer_Davis",1892-10-05,"institution","http://dbpedia.org/resource/Indiana_University_Bloomington"
"http://dbpedia.org/resource/Hermann_Künneth",1892-07-06,"institution","http://dbpedia.org/resource/University_of_Erlangen"
"http://dbpedia.org/resource/Arnold_Walfisz",1892-07-02,"institution","http://dbpedia.org/resource/Tbilisi_State_University"
"http://dbpedia.org/resource/Dmitrii_Menshov",1892-04-18,"institution","http://dbpedia.org/resource/Moscow_State_University"
"http://dbpedia.org/resource/Marston_Morse",1892-03-24,"institution","http://dbpedia.org/resource/Cornell_University"
"http://dbpedia.org/resource/Marston_Morse",1892-03-24,"institution","http://dbpedia.org/resource/Brown_University"
"http://dbpedia.org/resource/Marston_Morse",1892-03-24,"institution","http://dbpedia.org/resource/Harvard_University"
"http://dbpedia.org/resource/Marston_Morse",1892-03-24,"institution","http://dbpedia.org/resource/Institute_for_Advanced_Study"
"http://dbpedia.org/resource/Joseph_Ritt",1893-08-23,"almaMater","http://dbpedia.org/resource/Columbia_University"
"http://dbpedia.org/resource/Cornelius_Lanczos",1893-02-02,"almaMater","http://dbpedia.org/resource/University_of_Szeged"
"http://dbpedia.org/resource/Cornelius_Lanczos",1893-02-02,"almaMater","http://dbpedia.org/resource/University_of_Budapest"
"http://dbpedia.org/resource/Bronisław_Knaster",1893-05-22,"almaMater","http://dbpedia.org/resource/University_of_Wrocław"
"http://dbpedia.org/resource/Wilfrid_Norman_Bailey",1893-09-05,"almaMater","http://dbpedia.org/resource/University_of_Cambridge"
"http://dbpedia.org/resource/Wilfrid_Norman_Bailey",1893-09-05,"almaMater","http://dbpedia.org/resource/Victoria_University_of_Manchester"
"http://dbpedia.org/resource/Wilfrid_Norman_Bailey",1893-09-05,"almaMater","http://dbpedia.org/resource/London_University"
"http://dbpedia.org/resource/Harald_Cramér",1893-09-25,"almaMater","http://dbpedia.org/resource/Stockholm_University"
"http://dbpedia.org/resource/K._Ananda_Rau",1893-09-21,"almaMater","http://dbpedia.org/resource/Presidency_College,_Madras"
"http://dbpedia.org/resource/Kurt_Reidemeister",1893-10-13,"almaMater","http://dbpedia.org/resource/University_of_Hamburg"
"http://dbpedia.org/resource/Reinhold_Strassmann",1893,"almaMater","http://dbpedia.org/resource/University_of_Marburg"
"http://dbpedia.org/resource/Chen_Jiangong",1893,"almaMater","http://dbpedia.org/resource/Tohoku_University"
"http://dbpedia.org/resource/Chen_Jiangong",1893,"almaMater","http://dbpedia.org/resource/Tokyo_Institute_of_Technology"
"http://dbpedia.org/resource/Chen_Jiangong",1893,"almaMater","http://dbpedia.org/resource/Zhejiang_Advanced_Normal_School"
"http://dbpedia.org/resource/Joseph_Ritt",1893-08-23,"institution","http://dbpedia.org/resource/Columbia_University"
"http://dbpedia.org/resource/Cornelius_Lanczos",1893-02-02,"institution","http://dbpedia.org/resource/Purdue_University"
"http://dbpedia.org/resource/Cornelius_Lanczos",1893-02-02,"institution","http://dbpedia.org/resource/Boeing"
"http://dbpedia.org/resource/Cornelius_Lanczos",1893-02-02,"institution","http://dbpedia.org/resource/University_of_Freiburg"
"http://dbpedia.org/resource/Cornelius_Lanczos",1893-02-02,"institution","http://dbpedia.org/resource/Dublin_Institute_for_Advanced_Studies"
"http://dbpedia.org/resource/Cornelius_Lanczos",1893-02-02,"institution","http://dbpedia.org/resource/Frankfurt_University"
"http://dbpedia.org/resource/Gaston_Julia",1893-02-03,"institution","http://dbpedia.org/resource/University_of_Paris"
"http://dbpedia.org/resource/Bronisław_Knaster",1893-05-22,"institution","http://dbpedia.org/resource/University_of_Wrocław"
"http://dbpedia.org/resource/Charles_Loewner",1893-05-29,"institution","http://dbpedia.org/resource/Stanford_University"
"http://dbpedia.org/resource/Charles_Loewner",1893-05-29,"institution","http://dbpedia.org/resource/Karl-Ferdinands-Universität"
"http://dbpedia.org/resource/Charles_Loewner",1893-05-29,"institution","http://dbpedia.org/resource/Syracuse_University"
"http://dbpedia.org/resource/K._Ananda_Rau",1893-09-21,"institution","http://dbpedia.org/resource/Presidency_College,_Madras"
"http://dbpedia.org/resource/Chen_Jiangong",1893,"institution","http://dbpedia.org/resource/Fudan_University"
"http://dbpedia.org/resource/Chen_Jiangong",1893,"institution","http://dbpedia.org/resource/Hangzhou_University"
"http://dbpedia.org/resource/Chen_Jiangong",1893,"institution","http://dbpedia.org/resource/National_Taiwan_University"
"http://dbpedia.org/resource/Chen_Jiangong",1893,"institution","http://dbpedia.org/resource/National_Chekiang_University"
"http://dbpedia.org/resource/Satyendra_Nath_Bose",1894-01-01,"almaMater","http://dbpedia.org/resource/University_of_Calcutta"
"http://dbpedia.org/resource/Cristóbal_de_Losada_y_Puga",1894-04-14,"almaMater","http://dbpedia.org/resource/National_University_of_Engineering"
"http://dbpedia.org/resource/Cristóbal_de_Losada_y_Puga",1894-04-14,"almaMater","http://dbpedia.org/resource/National_University_of_San_Marcos"
"http://dbpedia.org/resource/Frederick_Brundrett",1894-11-25,"almaMater","http://dbpedia.org/resource/University_of_Cambridge"
"http://dbpedia.org/resource/Georges_Lemaître",1894-07-17,"almaMater","http://dbpedia.org/resource/Massachusetts_Institute_of_Technology"
"http://dbpedia.org/resource/Georges_Lemaître",1894-07-17,"almaMater","http://dbpedia.org/resource/Catholic_University_of_Louvain"
"http://dbpedia.org/resource/Georges_Lemaître",1894-07-17,"almaMater","http://dbpedia.org/resource/St_Edmund's_College,_Cambridge"
"http://dbpedia.org/resource/Werner_Wolfgang_Rogosinski",1894-09-24,"almaMater","http://dbpedia.org/resource/University_of_Freiburg"
"http://dbpedia.org/resource/Werner_Wolfgang_Rogosinski",1894-09-24,"almaMater","http://dbpedia.org/resource/University_of_Göttingen"
"http://dbpedia.org/resource/Werner_Wolfgang_Rogosinski",1894-09-24,"almaMater","http://dbpedia.org/resource/University_of_Breslau"
"http://dbpedia.org/resource/William_Arthur_(mathematician)",1894-01-12,"almaMater","http://dbpedia.org/resource/University_of_Glasgow"
"http://dbpedia.org/resource/Aleksandr_Khinchin",1894-07-19,"almaMater","http://dbpedia.org/resource/Moscow_State_University"
"http://dbpedia.org/resource/Alexandru_Froda",1894-07-16,"almaMater","http://dbpedia.org/resource/University_of_Bucharest"
"http://dbpedia.org/resource/Alexandru_Froda",1894-07-16,"almaMater","http://dbpedia.org/resource/University_of_Paris"
"http://dbpedia.org/resource/Alfred_Aeppli",1894-07-15,"almaMater","http://dbpedia.org/resource/ETH_Zürich"
"http://dbpedia.org/resource/Nikolai_Chebotaryov",1894-06-15,"almaMater","http://dbpedia.org/resource/Kiev_State_University"
"http://dbpedia.org/resource/Heinz_Hopf",1894-11-19,"almaMater","http://dbpedia.org/resource/Humboldt_University_of_Berlin"
"http://dbpedia.org/resource/J._Ernest_Wilkins_Sr.",1894-02-01,"almaMater","http://dbpedia.org/resource/University_of_Illinois"
"http://dbpedia.org/resource/Charles_Lambert_Manneback",1894-03-06,"almaMater","http://dbpedia.org/resource/Massachusetts_Institute_of_Technology"
"http://dbpedia.org/resource/Charles_Lambert_Manneback",1894-03-06,"almaMater","http://dbpedia.org/resource/Catholic_University_of_Leuven_(1834–1968)"
"http://dbpedia.org/resource/John_Lennard-Jones",1894-10-27,"almaMater","http://dbpedia.org/resource/University_of_Manchester"
"http://dbpedia.org/resource/Dirk_Jan_Struik",1894-09-30,"almaMater","http://dbpedia.org/resource/University_of_Leiden"
"http://dbpedia.org/resource/Jerzy_Neyman",1894-04-16,"almaMater","http://dbpedia.org/resource/University_of_Warsaw"
"http://dbpedia.org/resource/Jerzy_Neyman",1894-04-16,"almaMater","http://dbpedia.org/resource/Kharkov_University"
"http://dbpedia.org/resource/Emma_Vyssotsky",1894-10-23,"institution","http://dbpedia.org/resource/University_of_Virginia"
"http://dbpedia.org/resource/Werner_Wolfgang_Rogosinski",1894-09-24,"institution","http://dbpedia.org/resource/Newcastle_University"
"http://dbpedia.org/resource/William_Arthur_(mathematician)",1894-01-12,"institution","http://dbpedia.org/resource/University_of_Glasgow"
"http://dbpedia.org/resource/Aleksandr_Khinchin",1894-07-19,"institution","http://dbpedia.org/resource/Moscow_State_University"
"http://dbpedia.org/resource/Nikolai_Chebotaryov",1894-06-15,"institution","http://dbpedia.org/resource/Kazan_State_University"
"http://dbpedia.org/resource/Heinz_Hopf",1894-11-19,"institution","http://dbpedia.org/resource/ETH_Zürich"
"http://dbpedia.org/resource/Charles_Lambert_Manneback",1894-03-06,"institution","http://dbpedia.org/resource/M.I.T."
"http://dbpedia.org/resource/Charles_Lambert_Manneback",1894-03-06,"institution","http://dbpedia.org/resource/Catholic_University_of_Leuven_(1834–1968)"
"http://dbpedia.org/resource/Rolf_Nevanlinna",1895-10-22,"almaMater","http://dbpedia.org/resource/University_of_Helsinki"
"http://dbpedia.org/resource/Joseph_L._Walsh",1895-09-21,"almaMater","http://dbpedia.org/resource/Harvard_University"
"http://dbpedia.org/resource/Tibor_Radó",1895-06-02,"almaMater","http://dbpedia.org/resource/Franz_Joseph_University"
"http://dbpedia.org/resource/Gábor_Szegő",1895-01-20,"almaMater","http://dbpedia.org/resource/University_of_Vienna"
"http://dbpedia.org/resource/Hans_Ferdinand_Mayer",1895-10-23,"almaMater","http://dbpedia.org/resource/University_of_Heidelberg"
"http://dbpedia.org/resource/Joseph_L._Walsh",1895-09-21,"institution","http://dbpedia.org/resource/Harvard_University"
"http://dbpedia.org/resource/Elbert_Frank_Cox",1895-12-05,"institution","http://dbpedia.org/resource/Howard_University"
"http://dbpedia.org/resource/Elbert_Frank_Cox",1895-12-05,"institution","http://dbpedia.org/resource/West_Virginia_State_University"
"http://dbpedia.org/resource/Wilhelm_Süss",1895-03-07,"institution","http://dbpedia.org/resource/University_of_Freiburg"
"http://dbpedia.org/resource/Wilhelm_Süss",1895-03-07,"institution","http://dbpedia.org/resource/University_of_Greifswald"
"http://dbpedia.org/resource/Gábor_Szegő",1895-01-20,"institution","http://dbpedia.org/resource/University_of_Königsberg"
"http://dbpedia.org/resource/Gábor_Szegő",1895-01-20,"institution","http://dbpedia.org/resource/Stanford_University"
"http://dbpedia.org/resource/Gábor_Szegő",1895-01-20,"institution","http://dbpedia.org/resource/Washington_University_in_St._Louis"
"http://dbpedia.org/resource/Carl_Ludwig_Siegel",1896-12-31,"almaMater","http://dbpedia.org/resource/University_of_Göttingen"
"http://dbpedia.org/resource/Binyamin_Amirà",1896-06-03,"almaMater","http://dbpedia.org/resource/University_of_Geneva"
"http://dbpedia.org/resource/Binyamin_Amirà",1896-06-03,"almaMater","http://dbpedia.org/resource/University_of_Göttingen"
"http://dbpedia.org/resource/Pavel_Alexandrov",1896-05-07,"almaMater","http://dbpedia.org/resource/Moscow_State_University"
"http://dbpedia.org/resource/Valery_Glivenko",1896-12-21,"almaMater","http://dbpedia.org/resource/Moscow_State_University"
"http://dbpedia.org/resource/Vladimir_Vranić",1896-11-10,"almaMater","http://dbpedia.org/resource/University_of_Zagreb"
"http://dbpedia.org/resource/Enea_Bortolotti",1896-09-28,"almaMater","http://dbpedia.org/resource/Scuola_Normale_Superiore_di_Pisa"
"http://dbpedia.org/resource/Wilhelm_Ackermann",1896-03-29,"almaMater","http://dbpedia.org/resource/University_of_Göttingen"
"http://dbpedia.org/resource/Wilhelm_Vauck",1896-06-08,"almaMater","http://dbpedia.org/resource/TU_Dresden"
"http://dbpedia.org/resource/Ivo_Lah",1896-09-05,"almaMater","http://dbpedia.org/resource/University_of_Zagreb"
"http://dbpedia.org/resource/Jyotirmoy_Ghosh",1896-01-01,"almaMater","http://dbpedia.org/resource/Presidency_University,_Kolkata"
"http://dbpedia.org/resource/Jyotirmoy_Ghosh",1896-01-01,"almaMater","http://dbpedia.org/resource/The_University_of_Edinburgh"
"http://dbpedia.org/resource/Kazimierz_Kuratowski",1896-02-02,"almaMater","http://dbpedia.org/resource/University_of_Warsaw"
"http://dbpedia.org/resource/Tadeusz_Ważewski",1896-09-24,"almaMater","http://dbpedia.org/resource/University_of_Paris"
